Date,Average Cost,
2016.11.30,39.58,
2016.12.01,42.98,
2016.12.02,41.94,
2016.12.03,40.67,
2016.12.04,37.50,
2016.12.05,49.53,
2016.12.06,53.39,
2016.12.07,48.81,
2016.12.08,42.44,
2016.12.09,42.92,
2016.12.10,42.19,
2016.12.11,32.20,
2016.12.12,47.74,
2016.12.13,50.61,
2016.12.14,57.18,
2016.12.15,50.70,
2016.12.16,57.63,
2016.12.17,50.39,
2016.12.18,49.43,
2016.12.19,63.32,
2016.12.20,51.98,
2016.12.21,55.88,
2016.12.22,60.62,
2016.12.23,57.55,
2016.12.24,55.91,
2016.12.25,49.56,
2016.12.26,44.27,
2016.12.27,54.61,
2016.12.28,45.76,
2016.12.29,49.90,
2016.12.30,45.35,
2016.12.31,50.23,
2017.01.01,41.25,
2017.01.02,49.71,
2017.01.03,62.14,
2017.01.04,55.97,
2017.01.05,55.15,
2017.01.06,51.33,
2017.01.07,50.23,
2017.01.08,53.87,
2017.01.09,74.52,
2017.01.10,97.09,
2017.01.11,150.02,
2017.01.12,79.79,
2017.01.13,73.69,
2017.01.14,66.07,
2017.01.15,74.24,
2017.01.16,81.73,
2017.01.17,89.95,
2017.01.18,83.77,
2017.01.19,94.75,
2017.01.20,97.65,
2017.01.21,79.78,
2017.01.22,53.62,
2017.01.23,90.71,
2017.01.24,99.11,
2017.01.25,98.00,
2017.01.26,95.95,
2017.01.27,109.00,
2017.01.28,109.68,
2017.01.29,83.24,
2017.01.30,104.28,
2017.01.31,112.52,
2017.02.01,108.01,
2017.02.02,105.74,
2017.02.03,74.23,
2017.02.04,53.83,
2017.02.05,44.26,
2017.02.06,68.45,
2017.02.07,62.69,
2017.02.08,59.66,
2017.02.09,60.65,
2017.02.10,58.64,
2017.02.11,41.89,
2017.02.12,38.03,
2017.02.13,56.11,
2017.02.14,54.24,
2017.02.15,50.69,
2017.02.16,56.91,
2017.02.17,61.47,
2017.02.18,49.00,
2017.02.19,38.51,
2017.02.20,54.29,
2017.02.21,56.74,
2017.02.22,49.66,
2017.02.23,47.77,
2017.02.24,38.41,
2017.02.25,46.50,
2017.02.26,34.39,
2017.02.27,49.92,
2017.02.28,35.72,
2017.03.01,40.04,
2017.03.02,42.77,
2017.03.03,38.79,
2017.03.04,31.65,
2017.03.05,19.52,
2017.03.06,42.12,
2017.03.07,44.05,
2017.03.08,35.63,
2017.03.09,42.24,
2017.03.10,38.77,
2017.03.11,34.45,
2017.03.12,26.05,
2017.03.13,38.63,
2017.03.14,35.84,
2017.03.15,34.63,
2017.03.16,38.53,
2017.03.17,37.43,
2017.03.18,31.67,
2017.03.19,35.18,
2017.03.20,54.94,
2017.03.21,51.56,
2017.03.22,41.11,
2017.03.23,39.46,
2017.03.24,39.51,
2017.03.25,42.32,
2017.03.26,28.06,
2017.03.27,36.08,
2017.03.28,40.08,
2017.03.29,38.18,
2017.03.30,34.64,
2017.03.31,40.94,
2017.04.01,33.77,
2017.04.02,27.34,
2017.04.03,41.51,
2017.04.04,47.11,
2017.04.05,51.61,
2017.04.06,44.45,
2017.04.07,39.36,
2017.04.08,38.85,
2017.04.09,32.91,
2017.04.10,41.21,
2017.04.11,42.52,
2017.04.12,42.30,
2017.04.13,42.53,
2017.04.14,36.74,
2017.04.15,34.87,
2017.04.16,21.75,
2017.04.17,24.92,
2017.04.18,38.54,
2017.04.19,42.57,
2017.04.20,44.61,
2017.04.21,42.84,
2017.04.22,43.53,
2017.04.23,39.13,
2017.04.24,49.30,
2017.04.25,43.54,
2017.04.26,47.96,
2017.04.27,44.71,
2017.04.28,42.31,
2017.04.29,36.08,
2017.04.30,31.28,
2017.05.01,17.59,
2017.05.02,52.83,
2017.05.03,56.17,
2017.05.04,47.09,
2017.05.05,44.04,
2017.05.06,35.44,
2017.05.07,31.56,
2017.05.08,38.63,
2017.05.09,45.62,
2017.05.10,49.73,
2017.05.11,43.00,
2017.05.12,38.12,
2017.05.13,49.37,
2017.05.14,30.60,
2017.05.15,42.54,
2017.05.16,44.54,
2017.05.17,40.57,
2017.05.18,46.85,
2017.05.19,42.12,
2017.05.20,36.07,
2017.05.21,26.03,
2017.05.22,51.88,
2017.05.23,52.36,
2017.05.24,51.67,
2017.05.25,46.19,
2017.05.26,54.33,
2017.05.27,41.97,
2017.05.28,29.37,
2017.05.29,40.75,
2017.05.30,47.29,
2017.05.31,49.66,
2017.06.01,49.72,
2017.06.02,37.55,
2017.06.03,36.90,
2017.06.04,25.18,
2017.06.05,36.67,
2017.06.06,48.90,
2017.06.07,46.91,
2017.06.08,43.25,
2017.06.09,42.49,
2017.06.10,38.13,
2017.06.11,30.18,
2017.06.12,42.85,
2017.06.13,44.41,
2017.06.14,46.13,
2017.06.15,50.21,
2017.06.16,46.83,
2017.06.17,30.56,
2017.06.18,30.15,
2017.06.19,40.69,
2017.06.20,48.79,
2017.06.21,55.69,
2017.06.22,57.62,
2017.06.23,52.01,
2017.06.24,46.85,
2017.06.25,33.03,
2017.06.26,50.24,
2017.06.27,54.46,
2017.06.28,51.76,
2017.06.29,46.01,
2017.06.30,53.38,
2017.07.01,41.12,
2017.07.02,36.05,
2017.07.03,42.68,
2017.07.04,41.10,
2017.07.05,49.45,
2017.07.06,49.96,
2017.07.07,57.24,
2017.07.08,43.39,
2017.07.09,51.85,
2017.07.10,64.76,
2017.07.11,69.92,
2017.07.12,58.86,
2017.07.13,60.57,
2017.07.14,53.40,
2017.07.15,48.07,
2017.07.16,35.34,
2017.07.17,44.22,
2017.07.18,55.16,
2017.07.19,59.89,
2017.07.20,62.11,
2017.07.21,61.27,
2017.07.22,50.41,
2017.07.23,51.41,
2017.07.24,58.31,
2017.07.25,42.27,
2017.07.26,54.55,
2017.07.27,59.46,
2017.07.28,50.76,
2017.07.29,48.17,
2017.07.30,40.17,
2017.07.31,65.70,
2017.08.01,73.74,
2017.08.02,74.19,
2017.08.03,87.24,
2017.08.04,97.72,
2017.08.05,75.57,
2017.08.06,49.70,
2017.08.07,71.48,
2017.08.08,51.26,
2017.08.09,81.50,
2017.08.10,68.77,
2017.08.11,65.44,
2017.08.12,52.17,
2017.08.13,35.18,
2017.08.14,34.55,
2017.08.15,38.74,
2017.08.16,47.87,
2017.08.17,53.43,
2017.08.18,60.03,
2017.08.19,48.33,
2017.08.20,23.55,
2017.08.21,47.48,
2017.08.22,57.19,
2017.08.23,57.42,
2017.08.24,64.69,
2017.08.25,79.55,
2017.08.26,48.37,
2017.08.27,33.29,
2017.08.28,57.44,
2017.08.29,49.15,
2017.08.30,55.55,
2017.08.31,67.16,
2017.09.01,45.21,
2017.09.02,40.77,
2017.09.03,32.36,
2017.09.04,40.24,
2017.09.05,53.40,
2017.09.06,51.03,
2017.09.07,48.38,
2017.09.08,47.47,
2017.09.09,42.42,
2017.09.10,38.25,
2017.09.11,39.98,
2017.09.12,39.42,
2017.09.13,45.60,
2017.09.14,47.35,
2017.09.15,42.83,
2017.09.16,53.46,
2017.09.17,40.64,
2017.09.18,51.85,
2017.09.19,47.37,
2017.09.20,43.13,
2017.09.21,42.66,
2017.09.22,40.76,
2017.09.23,37.84,
2017.09.24,35.66,
2017.09.25,41.85,
2017.09.26,40.47,
2017.09.27,39.89,
2017.09.28,40.99,
2017.09.29,39.36,
2017.09.30,35.82,
2017.10.01,27.27,
2017.10.02,41.37,
2017.10.03,50.57,
2017.10.04,52.75,
2017.10.05,51.32,
2017.10.06,47.73,
2017.10.07,29.81,
2017.10.08,30.41,
2017.10.09,59.19,
2017.10.10,68.80,
2017.10.11,60.65,
2017.10.12,55.31,
2017.10.13,53.74,
2017.10.14,49.05,
2017.10.15,35.60,
2017.10.16,51.60,
2017.10.17,53.68,
2017.10.18,58.29,
2017.10.19,58.04,
2017.10.20,60.88,
2017.10.21,79.65,
2017.10.22,37.08,
2017.10.23,44.95,
2017.10.24,46.21,
2017.10.25,50.90,
2017.10.26,66.34,
2017.10.27,63.12,
2017.10.28,35.36,
2017.10.29,34.18,
2017.10.30,42.07,
2017.10.31,45.50,
2017.11.01,38.64,
2017.11.02,56.78,
2017.11.03,78.99,
2017.11.04,60.28,
2017.11.05,50.26,
2017.11.06,65.40,
2017.11.07,66.56,
2017.11.08,63.56,
2017.11.09,75.01,
2017.11.10,67.45,
2017.11.11,47.15,
2017.11.12,38.12,
2017.11.13,58.38,
2017.11.14,45.63,
2017.11.15,64.49,
2017.11.16,54.31,
2017.11.17,56.23,
2017.11.18,50.52,
2017.11.19,42.14,
2017.11.20,55.61,
2017.11.21,70.17,
2017.11.22,75.41,
2017.11.23,75.45,
2017.11.24,76.45,
2017.11.25,56.51,
2017.11.26,44.93,
2017.11.27,59.70,
2017.11.28,67.13,
2017.11.29,77.29,
2017.11.30,75.27,
2017.12.01,65.44,
2017.12.02,43.94,
2017.12.03,33.99,
2017.12.04,49.87,
2017.12.05,52.57,
2017.12.06,40.95,
2017.12.07,53.64,
2017.12.08,54.79,
2017.12.09,42.37,
2017.12.10,29.68,
2017.12.11,44.91,
2017.12.12,39.02,
2017.12.13,50.46,
2017.12.14,40.31,
2017.12.15,48.93,
2017.12.16,35.84,
2017.12.17,31.02,
2017.12.18,48.88,
2017.12.19,62.71,
2017.12.20,59.94,
2017.12.21,51.45,
2017.12.22,40.89,
2017.12.23,36.42,
2017.12.24,16.80,
2017.12.25,28.97,
2017.12.26,13.16,
2017.12.27,30.21,
2017.12.28,33.22,
2017.12.29,23.76,
2017.12.30,24.73,
2017.12.31,11.80,
